nx	ny	datetime	s_wht	meanwdir	peak_fr	mean_fr	ustar	wind_dir	cdg	wind_speed	depth	maxwh	maxwp	swe_h	meansdir	meansfr	wsea_h	wsead	wsea_fr	msp1	msp2	mwseap1	mwseap2
470	584	2005-01-03 03:00:00	4.43	304.031	0.104	0.114	0.554	291.086	0.002	13.676	29	8.88	8.24	2.06	328.22	0.093	3.922	297.423	0.121	10.481	10.299	7.666	7.17
470	584	2005-01-03 04:00:00	4.26	304.013	0.106	0.115	0.556	291.086	0.002	13.676	29	8.565	8.109	1.99	329.847	0.092	3.77	296.946	0.123	10.527	10.319	7.503	7.001
470	584	2005-01-03 05:00:00	4.05	304.561	0.107	0.115	0.481	279.092	0.002	12.213	29	8.111	8.031	2.8	322.759	0.098	2.919	287.457	0.138	9.906	9.71	6.681	6.212
470	584	2005-01-03 06:00:00	3.81	305.445	0.107	0.115	0.481	279.092	0.002	12.213	29	7.624	7.969	2.67	325.37	0.096	2.723	285.785	0.142	10.047	9.822	6.479	6.011
470	584	2005-01-03 07:00:00	3.67	306.185	0.107	0.114	0.483	279.092	0.002	12.213	29	7.319	7.902	2.59	327.634	0.093	2.603	284.172	0.146	10.232	9.966	6.263	5.801
470	584	2005-01-03 08:00:00	3.59	306.831	0.102	0.113	0.462	271.855	0.002	11.736	29	7.105	7.892	2.7	327.262	0.093	2.372	278.905	0.155	10.177	9.859	5.903	5.472
470	584	2005-01-03 09:00:00	3.57	307.083	0.097	0.111	0.463	271.855	0.002	11.736	29	7.022	7.907	2.68	329.064	0.091	2.364	277.125	0.158	10.405	10.053	5.827	5.406
470	584	2005-01-03 10:00:00	3.58	307.041	0.096	0.11	0.464	271.855	0.002	11.736	29	7.029	7.921	2.65	330.823	0.088	2.408	276.316	0.157	10.617	10.226	5.834	5.415
470	584	2005-01-03 11:00:00	3.66	305.864	0.068	0.111	0.538	274.369	0.002	13.128	29	6.677	7.878	2.51	333.545	0.084	2.657	279.757	0.153	11.183	10.783	6.008	5.58
470	584	2005-01-03 12:00:00	3.75	304.049	0.139	0.112	0.544	274.369	0.002	13.128	29	7.862	7.772	2.5	333.91	0.083	2.801	279.318	0.153	11.316	10.909	6.043	5.624
470	584	2005-01-03 13:00:00	3.8	302.64	0.139	0.112	0.545	274.369	0.002	13.128	29	7.974	7.743	2.47	334.068	0.083	2.892	279.156	0.151	11.37	10.949	6.111	5.696
470	584	2005-01-03 14:00:00	3.79	301.694	0.072	0.113	0.514	270.046	0.002	12.57	29	6.813	7.776	2.52	332.843	0.085	2.827	276.49	0.152	11.068	10.627	6.079	5.672
470	584	2005-01-03 15:00:00	3.73	301.004	0.072	0.113	0.51	270.046	0.002	12.57	29	6.489	7.781	2.47	332.974	0.085	2.798	275.917	0.152	11.064	10.621	6.105	5.697
470	584	2005-01-03 16:00:00	3.68	300.109	0.072	0.113	0.509	270.046	0.002	12.57	29	6.093	7.755	2.4	333.091	0.085	2.781	275.531	0.151	11.038	10.593	6.118	5.705
470	584	2005-01-03 17:00:00	3.61	298.65	0.072	0.114	0.504	259.284	0.002	12.478	29	5.672	7.716	2.46	330.588	0.088	2.642	270.43	0.155	10.623	10.194	5.978	5.57
470	584	2005-01-03 18:00:00	3.56	296.47	0.073	0.115	0.505	259.284	0.002	12.478	29	5.584	7.639	2.39	330.325	0.088	2.633	268.443	0.155	10.608	10.197	5.956	5.546
470	584	2005-01-03 19:00:00	3.51	293.889	0.073	0.117	0.506	259.284	0.002	12.478	29	5.518	7.544	2.31	329.92	0.088	2.648	266.863	0.155	10.577	10.173	5.949	5.54
470	584	2005-01-03 20:00:00	3.52	289.561	0.073	0.12	0.583	251.017	0.002	13.896	29	5.708	7.378	2.18	331.435	0.089	2.765	263.941	0.154	10.527	10.096	5.999	5.58
470	584	2005-01-03 21:00:00	3.57	283.852	0.073	0.123	0.593	251.017	0.002	13.896	29	5.611	7.226	2.06	331.463	0.088	2.919	261.717	0.153	10.592	10.179	6.028	5.616
470	584	2005-01-03 22:00:00	3.61	278.821	0.138	0.126	0.594	251.017	0.002	13.896	29	7.515	7.09	1.97	330.364	0.089	3.028	259.802	0.152	10.505	10.102	6.095	5.689
470	584	2005-01-03 23:00:00	3.67	274.088	0.138	0.128	0.619	249.928	0.002	14.394	29	7.646	7.042	1.84	331.25	0.089	3.171	257.203	0.15	10.551	10.157	6.201	5.801
470	584	2005-01-04 00:00:00	3.74	269.757	0.137	0.129	0.622	249.928	0.002	14.394	29	7.827	7.02	1.76	330.29	0.09	3.303	255.53	0.148	10.487	10.104	6.297	5.902
470	584	2005-01-04 01:00:00	3.83	265.8	0.136	0.13	0.622	249.928	0.002	14.394	29	8.007	7.028	1.69	328.909	0.09	3.436	253.934	0.146	10.413	10.046	6.402	6.014
470	584	2005-01-04 02:00:00	3.95	261.078	0.123	0.131	0.689	240.378	0.002	15.599	29	8.133	7.031	1.69	325.775	0.092	3.575	249.055	0.145	10.261	9.921	6.464	6.081
470	584	2005-01-04 03:00:00	4.07	256.454	0.123	0.132	0.702	240.378	0.002	15.599	29	8.435	7.032	1.61	324.417	0.092	3.74	246.34	0.143	10.291	9.998	6.538	6.154
470	584	2005-01-04 04:00:00	4.16	252.992	0.123	0.132	0.703	240.378	0.002	15.599	29	8.637	7.057	1.54	322.926	0.093	3.868	244.518	0.142	10.287	10.02	6.625	6.245
470	584	2005-01-04 05:00:00	4.24	249.878	0.123	0.132	0.719	238.796	0.002	15.924	29	8.825	7.084	1.45	322.432	0.093	3.989	242.662	0.14	10.302	10.04	6.712	6.335
470	584	2005-01-04 06:00:00	4.32	246.916	0.123	0.132	0.72	238.796	0.002	15.924	29	8.96	7.116	1.37	321.229	0.093	4.095	240.852	0.139	10.32	10.073	6.786	6.41
470	584	2005-01-04 07:00:00	4.38	244.433	0.123	0.131	0.715	238.796	0.002	15.924	29	9.091	7.165	1.33	319.75	0.093	4.171	239.233	0.137	10.342	10.105	6.863	6.489
470	584	2005-01-04 08:00:00	4.46	241.861	0.124	0.131	0.766	233.775	0.002	16.871	29	9.281	7.21	1.28	319.695	0.092	4.268	237.219	0.136	10.398	10.158	6.932	6.555
470	584	2005-01-04 09:00:00	4.55	239.464	0.126	0.13	0.773	233.775	0.002	16.871	29	9.505	7.244	1.24	320.044	0.091	4.374	235.409	0.135	10.533	10.279	6.981	6.602
470	584	2005-01-04 10:00:00	4.62	237.634	0.127	0.129	0.784	233.775	0.002	16.871	29	9.686	7.279	1.21	321.78	0.089	4.462	234.06	0.134	10.75	10.475	7.025	6.642
470	584	2005-01-04 11:00:00	4.7	236.702	0.127	0.129	0.809	238.177	0.002	17.277	29	9.87	7.313	1.07	334.75	0.082	4.582	234.322	0.133	11.496	11.105	7.088	6.704
470	584	2005-01-04 12:00:00	4.81	236.424	0.127	0.128	0.817	238.177	0.002	17.277	29	10.1	7.35	1.06	337.15	0.081	4.691	234.255	0.132	11.708	11.306	7.132	6.748
470	584	2005-01-04 13:00:00	4.93	236.271	0.127	0.127	0.817	238.177	0.002	17.277	29	10.36	7.402	1.05	338.7	0.08	4.812	234.296	0.131	11.834	11.433	7.193	6.814
470	584	2005-01-04 14:00:00	4.85	236.827	0.128	0.126	0.596	264.971	0.002	14.144	29	10.192	7.483	2.4	205.63	0.109	4.213	244.44	0.133	8.65	8.326	7.081	6.713
470	584	2005-01-04 15:00:00	4.61	237.694	0.11	0.126	0.582	264.971	0.002	14.144	29	9.393	7.501	2.5	208.344	0.109	3.882	247.005	0.135	8.752	8.493	6.993	6.638
470	584	2005-01-04 16:00:00	4.38	238.529	0.109	0.127	0.577	264.971	0.002	14.144	29	8.878	7.424	2.36	207.99	0.108	3.689	247.736	0.137	8.814	8.541	6.882	6.532
470	584	2005-01-04 17:00:00	3.99	239.996	0.109	0.128	0.537	289.41	0.002	13.571	29	8.043	7.33	2.99	217.518	0.12	2.639	264.733	0.14	7.874	7.583	6.575	6.125
470	584	2005-01-04 18:00:00	3.5	244.627	0.134	0.13	0.54	289.41	0.002	13.571	29	7.261	7.148	2.55	217.225	0.118	2.4	269.334	0.147	7.978	7.69	6.238	5.791
470	584	2005-01-04 19:00:00	3.24	255.655	0.137	0.133	0.552	289.41	0.002	13.571	29	6.732	6.906	2.12	217.6	0.114	2.452	274.789	0.152	8.201	7.915	6.029	5.593
470	584	2005-01-04 20:00:00	3.2	266.397	0.14	0.136	0.5	282.449	0.002	12.432	29	6.678	6.79	1.84	220.886	0.111	2.621	278.672	0.152	8.469	8.208	6.054	5.638
470	584	2005-01-04 21:00:00	3.25	274.292	0.138	0.135	0.497	282.449	0.002	12.432	29	6.756	6.844	1.68	228.827	0.109	2.778	281.856	0.148	8.632	8.367	6.244	5.833
470	584	2005-01-04 22:00:00	3.3	280.42	0.133	0.134	0.496	282.449	0.002	12.432	29	6.837	6.939	1.59	248.527	0.107	2.893	284.34	0.145	8.806	8.538	6.403	5.985
470	584	2005-01-04 23:00:00	3.35	282.939	0.13	0.133	0.556	270.885	0.002	13.602	29	6.898	6.961	1.44	290.602	0.103	3.023	282.248	0.143	9.219	8.899	6.481	6.056
470	584	2005-01-05 00:00:00	3.39	283.22	0.128	0.134	0.563	270.885	0.002	13.602	29	6.998	6.927	1.36	303.297	0.102	3.102	281.431	0.143	9.298	8.993	6.487	6.049
470	584	2005-01-05 01:00:00	3.41	283.348	0.128	0.135	0.566	270.885	0.002	13.602	29	7.047	6.894	1.29	312.036	0.102	3.154	280.79	0.143	9.338	9.027	6.49	6.051
470	584	2005-01-05 02:00:00	3.36	283.507	0.129	0.135	0.525	265.173	0.002	12.836	29	6.945	6.872	1.52	314.028	0.105	2.992	277.586	0.146	9.082	8.824	6.343	5.915
470	584	2005-01-05 03:00:00	3.28	283.849	0.13	0.135	0.524	265.173	0.002	12.836	29	6.738	6.849	1.53	316.675	0.105	2.9	276.56	0.147	9.153	8.908	6.275	5.848
470	584	2005-01-05 04:00:00	3.23	284.221	0.13	0.136	0.525	265.173	0.002	12.836	29	6.632	6.82	1.55	318.271	0.104	2.836	275.726	0.149	9.198	8.962	6.201	5.771
470	584	2005-01-05 05:00:00	3.13	284.146	0.13	0.135	0.465	253.005	0.002	11.701	29	6.386	6.805	1.92	311.664	0.11	2.475	268.728	0.157	8.717	8.468	5.862	5.446
470	584	2005-01-05 06:00:00	3	283.198	0.129	0.136	0.463	253.005	0.002	11.701	29	6.105	6.779	1.97	310.011	0.112	2.271	263.944	0.162	8.63	8.419	5.677	5.262
470	584	2005-01-05 07:00:00	2.93	281.577	0.128	0.136	0.464	253.005	0.002	11.701	29	5.946	6.729	1.89	310.139	0.111	2.237	261.962	0.163	8.708	8.505	5.622	5.209
470	584	2005-01-05 08:00:00	2.87	279.29	0.128	0.137	0.455	238.891	0.002	11.516	29	5.804	6.677	2.07	304.581	0.115	1.981	251.326	0.174	8.372	8.149	5.277	4.887
470	584	2005-01-05 09:00:00	2.8	276.179	0.127	0.138	0.457	238.891	0.002	11.516	29	5.66	6.611	1.98	304.708	0.114	1.991	247.928	0.174	8.438	8.232	5.262	4.872
470	584	2005-01-05 10:00:00	2.75	272.507	0.128	0.14	0.458	238.891	0.002	11.516	29	5.558	6.52	1.87	304.478	0.114	2.022	245.537	0.174	8.453	8.255	5.274	4.886
470	584	2005-01-05 11:00:00	2.73	267.299	0.132	0.143	0.504	230.567	0.002	12.39	29	5.548	6.393	1.75	304.799	0.115	2.101	241.676	0.173	8.381	8.17	5.318	4.926
470	584	2005-01-05 12:00:00	2.75	261.213	0.152	0.146	0.511	230.567	0.002	12.39	29	5.737	6.273	1.62	304.224	0.115	2.217	239.323	0.171	8.366	8.172	5.373	4.982
470	584	2005-01-05 13:00:00	2.75	256.313	0.153	0.148	0.512	230.567	0.002	12.39	29	5.757	6.207	1.51	303.318	0.115	2.307	238.005	0.169	8.336	8.147	5.45	5.06
470	584	2005-01-05 14:00:00	2.8	250.774	0.153	0.151	0.593	217.817	0.002	13.912	29	5.856	6.139	1.46	300.673	0.118	2.385	233.768	0.168	8.132	7.913	5.477	5.083
470	584	2005-01-05 15:00:00	2.9	244.404	0.152	0.152	0.61	217.817	0.002	13.912	29	6.076	6.096	1.36	299.45	0.118	2.559	230.735	0.166	8.154	7.962	5.552	5.155
470	584	2005-01-05 16:00:00	3.01	239.589	0.15	0.152	0.61	217.817	0.002	13.912	29	6.312	6.139	1.27	297.82	0.118	2.73	228.917	0.162	8.176	7.996	5.701	5.309
470	584	2005-01-05 17:00:00	3.23	237.465	0.142	0.15	0.721	231.497	0.002	15.998	29	6.771	6.234	0.88	310.592	0.11	3.107	233.479	0.155	8.561	8.174	5.99	5.596
470	584	2005-01-05 18:00:00	3.59	237.167	0.138	0.147	0.744	231.497	0.002	15.998	29	7.509	6.402	0.78	309.816	0.107	3.503	235.006	0.15	8.803	8.455	6.217	5.826
470	584	2005-01-05 19:00:00	3.95	236.937	0.123	0.143	0.758	231.497	0.002	15.998	29	8.132	6.6	0.78	301.09	0.108	3.871	235.43	0.145	8.8	8.534	6.44	6.058
470	584	2005-01-05 20:00:00	4.05	238.221	0.122	0.14	0.524	272.667	0.002	12.894	29	8.384	6.782	2.24	205.272	0.133	3.379	251.66	0.143	7.098	6.769	6.541	6.168
470	584	2005-01-05 21:00:00	3.98	239.972	0.12	0.138	0.514	272.667	0.002	12.894	29	8.214	6.878	2.3	207.741	0.131	3.253	255.034	0.142	7.271	7.006	6.595	6.23
470	584	2005-01-05 22:00:00	3.89	241.596	0.119	0.138	0.515	272.667	0.002	12.894	29	7.994	6.866	2.2	208.374	0.13	3.202	256.204	0.142	7.336	7.06	6.557	6.176
470	584	2005-01-05 23:00:00	3.7	244.365	0.119	0.139	0.52	283.803	0.002	13.119	29	7.583	6.819	2.28	212.992	0.133	2.914	262.596	0.142	7.107	6.793	6.527	6.122
470	584	2005-01-06 00:00:00	3.45	249.8	0.119	0.139	0.521	283.803	0.002	13.119	29	7.074	6.759	1.88	210.925	0.132	2.89	264.817	0.143	7.111	6.756	6.501	6.097
470	584	2005-01-06 01:00:00	3.18	258.073	0.121	0.141	0.524	283.803	0.002	13.119	29	6.485	6.658	1.52	211.785	0.131	2.789	269.924	0.145	7.132	6.787	6.409	5.992
470	584	2005-01-06 02:00:00	3.05	266.003	0.138	0.144	0.507	275.931	0.002	12.678	29	6.39	6.552	1.28	218.909	0.124	2.77	273.044	0.148	7.596	7.358	6.257	5.85
470	584	2005-01-06 03:00:00	3.06	271.691	0.136	0.144	0.51	275.931	0.002	12.678	29	6.387	6.534	1.13	220.346	0.123	2.849	276.766	0.148	7.683	7.469	6.279	5.876
470	584	2005-01-06 04:00:00	3.09	276.867	0.135	0.143	0.512	275.931	0.002	12.678	29	6.422	6.571	1.1	240.49	0.118	2.891	279.656	0.147	7.947	7.713	6.303	5.894
470	584	2005-01-06 05:00:00	3.08	280.626	0.134	0.141	0.495	269.582	0.002	12.35	29	6.363	6.625	1.34	294.372	0.112	2.78	278.436	0.15	8.517	8.289	6.186	5.78
470	584	2005-01-06 06:00:00	3.03	282.084	0.133	0.141	0.495	269.582	0.002	12.35	29	6.231	6.63	1.34	302.102	0.111	2.717	278.335	0.15	8.616	8.382	6.154	5.735
470	584	2005-01-06 07:00:00	2.99	282.626	0.132	0.141	0.497	269.582	0.002	12.35	29	6.129	6.608	1.34	306.21	0.11	2.673	277.825	0.151	8.693	8.449	6.108	5.681
470	584	2005-01-06 08:00:00	2.93	283.131	0.133	0.14	0.456	263.281	0.002	11.539	29	5.988	6.608	1.54	308.497	0.111	2.49	274.447	0.155	8.573	8.318	5.937	5.511
470	584	2005-01-06 09:00:00	2.87	283.887	0.134	0.139	0.455	263.281	0.002	11.539	29	5.86	6.628	1.57	311.036	0.109	2.403	273.247	0.157	8.728	8.469	5.863	5.436
470	584	2005-01-06 10:00:00	2.86	284.705	0.135	0.138	0.456	263.281	0.002	11.539	29	5.841	6.648	1.61	313.381	0.107	2.36	272.241	0.158	8.898	8.639	5.794	5.37
470	584	2005-01-06 11:00:00	2.83	284.773	0.135	0.136	0.446	241.229	0.002	11.386	29	5.772	6.67	2.03	308.573	0.115	1.972	259.038	0.171	8.239	7.915	5.355	4.952
470	584	2005-01-06 12:00:00	2.8	283.519	0.133	0.136	0.449	241.229	0.002	11.386	29	5.677	6.665	2	309.997	0.113	1.955	255.165	0.173	8.42	8.135	5.28	4.881
470	584	2005-01-06 13:00:00	2.78	281.143	0.132	0.136	0.45	241.229	0.002	11.386	29	5.637	6.625	1.95	310.756	0.111	1.982	252.077	0.174	8.531	8.272	5.259	4.866
470	584	2005-01-06 14:00:00	2.85	273.996	0.134	0.14	0.645	221.251	0.002	14.924	29	5.797	6.44	1.87	311.773	0.112	2.15	244.287	0.173	8.453	8.13	5.266	4.858
470	584	2005-01-06 15:00:00	3.04	261.298	0.151	0.146	0.69	221.251	0.002	14.924	29	6.349	6.239	1.74	311.085	0.112	2.495	237.857	0.171	8.52	8.252	5.361	4.961
470	584	2005-01-06 16:00:00	3.23	250.515	0.141	0.148	0.706	221.251	0.002	14.924	29	6.714	6.228	1.57	309.147	0.112	2.823	234.076	0.165	8.565	8.338	5.6	5.199
470	584	2005-01-06 17:00:00	3.48	245.379	0.136	0.147	0.751	239.998	0.002	16.039	29	7.25	6.345	1.09	319.005	0.106	3.305	239.573	0.154	8.755	8.263	6.047	5.651
470	584	2005-01-06 18:00:00	3.77	243.858	0.135	0.145	0.753	239.998	0.002	16.039	29	7.909	6.507	0.93	317.459	0.106	3.659	240.623	0.149	8.898	8.506	6.3	5.922
