nx	ny	datetime	s_wht	meanwdir	peak_fr	mean_fr	ustar	wind_dir	cdg	wind_speed	depth	maxwh	maxwp	swe_h	meansdir	meansfr	wsea_h	wsead	wsea_fr	msp1	msp2	mwseap1	mwseap2
470	584	2006-01-01 00:00:00	1.02	189.159	0.155	0.167	0.051	174.616	0	1.918	29	2.075	5.632	1.02	189.159	0.167	0	174.616	1	5.573	5.299	0	0
470	584	2006-01-01 01:00:00	1.01	188.828	0.155	0.166	0.051	174.616	0.001	1.918	29	2.044	5.654	1.01	188.828	0.166	0	174.616	1	5.595	5.316	0	0
470	584	2006-01-01 02:00:00	0.99	188.596	0.155	0.166	0.147	248.465	0.001	4.795	29	2.004	5.64	0.98	187.75	0.165	0.117	245.777	0.404	5.676	5.437	2.33	2.203
470	584	2006-01-01 03:00:00	0.97	188.501	0.155	0.167	0.148	248.465	0.001	4.795	29	1.961	5.582	0.96	187.069	0.165	0.152	246.054	0.433	5.673	5.436	2.132	1.991
470	584	2006-01-01 04:00:00	0.96	188.42	0.155	0.169	0.15	248.465	0.001	4.795	29	1.925	5.495	0.94	185.946	0.164	0.193	245.758	0.454	5.669	5.429	2.026	1.889
470	584	2006-01-01 05:00:00	0.94	187.359	0.155	0.168	0.116	250.864	0.001	3.874	29	1.895	5.465	0.93	185.973	0.166	0.147	249.345	0.533	5.522	5.21	1.751	1.646
470	584	2006-01-01 06:00:00	0.94	183.975	0.154	0.166	0.116	250.864	0.001	3.874	29	1.884	5.525	0.93	182.636	0.164	0.13	248.076	0.538	5.553	5.224	1.732	1.627
470	584	2006-01-01 07:00:00	0.95	176.318	0.151	0.163	0.116	250.864	0.001	3.874	29	1.9	5.623	0.94	174.635	0.161	0.123	248.205	0.54	5.638	5.294	1.723	1.619
470	584	2006-01-01 08:00:00	0.97	155.213	0.145	0.159	0.078	287.329	0.001	2.786	29	1.941	5.76	0.97	155.213	0.159	0	287.329	1	5.589	5.08	0	0
470	584	2006-01-01 09:00:00	1.01	105.493	0.139	0.155	0.078	287.329	0.001	2.786	29	2.005	5.91	1.01	105.493	0.155	0	287.329	1	5.77	5.296	0	0
470	584	2006-01-01 10:00:00	1.05	69.452	0.124	0.152	0.078	287.329	0.001	2.786	29	2.069	6.035	1.05	69.452	0.152	0	287.329	1	5.916	5.472	0	0
470	584	2006-01-01 11:00:00	1.09	57.014	0.129	0.151	0.08	341.119	0.001	2.843	29	2.164	6.119	1.09	57.014	0.151	0	341.119	1	6.006	5.577	0	0
470	584	2006-01-01 12:00:00	1.13	53.01	0.133	0.151	0.08	341.119	0.001	2.843	29	2.243	6.165	1.13	53.01	0.151	0	341.119	1	6.068	5.676	0	0
470	584	2006-01-01 13:00:00	1.15	52.39	0.135	0.152	0.08	341.119	0.001	2.843	29	2.296	6.171	1.15	52.39	0.152	0	341.119	1	6.086	5.728	0	0
470	584	2006-01-01 14:00:00	1.16	53.343	0.138	0.153	0.16	29.607	0.001	5.141	29	2.319	6.141	1.16	53.47	0.153	0.075	34.787	0.434	6.101	5.8	2.019	1.834
470	584	2006-01-01 15:00:00	1.15	54.709	0.14	0.155	0.161	29.607	0.001	5.141	29	2.315	6.063	1.15	55.045	0.154	0.114	32.812	0.449	6.06	5.787	1.959	1.786
470	584	2006-01-01 16:00:00	1.15	55.016	0.143	0.16	0.164	29.607	0.001	5.141	29	2.305	5.871	1.13	56.275	0.157	0.198	30.518	0.448	5.985	5.736	1.995	1.834
