nx	ny	datetime	s_wht	meanwdir	peak_fr	mean_fr	ustar	wind_dir	cdg	wind_speed	depth	maxwh	maxwp	swe_h	meansdir	meansfr	wsea_h	wsead	wsea_fr	msp1	msp2	mwseap1	mwseap2
470	584	2008-01-02 05:00:00	1.35	105.397	0.206	0.203	0.357	123.118	0.001	9.444	29	2.873	4.584	0.74	51.059	0.158	1.135	122.682	0.231	6.013	5.753	3.954	3.654
470	584	2008-01-02 06:00:00	1.41	106.249	0.206	0.203	0.36	123.118	0.001	9.444	29	3.022	4.606	0.74	51.112	0.156	1.203	121.66	0.228	6.082	5.837	4.018	3.717
470	584	2008-01-02 07:00:00	1.45	107.03	0.204	0.201	0.36	123.118	0.001	9.444	29	3.098	4.646	0.75	52.359	0.156	1.247	121.469	0.225	6.114	5.882	4.083	3.78
470	584	2008-01-02 08:00:00	1.5	108.104	0.201	0.2	0.385	122.06	0.001	9.947	29	3.216	4.682	0.73	51.309	0.154	1.313	120.905	0.22	6.187	5.96	4.168	3.86
470	584	2008-01-02 09:00:00	1.55	109.182	0.192	0.199	0.387	122.06	0.002	9.947	29	3.306	4.725	0.73	53.222	0.155	1.371	120.784	0.216	6.184	5.965	4.24	3.923
470	584	2008-01-02 10:00:00	1.59	109.889	0.189	0.197	0.383	122.06	0.001	9.947	29	3.386	4.782	0.78	59.069	0.157	1.391	121.335	0.214	6.136	5.948	4.298	3.983
470	584	2008-01-02 11:00:00	1.61	109.416	0.188	0.195	0.361	116.134	0.001	9.513	29	3.412	4.84	0.79	67.796	0.158	1.401	117.752	0.21	6.083	5.888	4.371	4.05
470	584	2008-01-02 12:00:00	1.61	108.286	0.187	0.193	0.359	116.134	0.001	9.513	29	3.447	4.882	0.79	69.023	0.158	1.398	116.35	0.208	6.087	5.899	4.42	4.096
470	584	2008-01-02 13:00:00	1.61	107.559	0.187	0.192	0.358	116.134	0.001	9.513	29	3.446	4.905	0.81	73.708	0.159	1.39	114.844	0.207	6.079	5.908	4.434	4.107
470	584	2008-01-02 14:00:00	1.67	106.314	0.186	0.193	0.428	106.925	0.002	10.923	29	3.575	4.904	0.65	71.175	0.156	1.531	109.807	0.201	6.133	5.87	4.568	4.233
470	584	2008-01-02 15:00:00	1.76	104.577	0.181	0.191	0.436	106.925	0.002	10.923	29	3.746	4.94	0.64	70.249	0.155	1.644	107.531	0.198	6.181	5.949	4.635	4.293
470	584	2008-01-02 16:00:00	1.84	103.017	0.174	0.188	0.433	106.925	0.002	10.923	29	3.888	5.033	0.64	69.004	0.155	1.731	105.767	0.193	6.219	6.004	4.759	4.417
470	584	2008-01-02 17:00:00	1.97	102.005	0.172	0.184	0.5	107.413	0.002	12.23	29	4.166	5.131	0.57	60.812	0.152	1.884	104.479	0.188	6.384	6.2	4.899	4.548
470	584	2008-01-02 18:00:00	2.13	101.553	0.171	0.18	0.507	107.413	0.002	12.23	29	4.594	5.254	0.58	60.223	0.15	2.054	103.751	0.183	6.421	6.224	5.046	4.692
470	584	2008-01-02 19:00:00	2.26	101.36	0.166	0.175	0.502	107.413	0.002	12.23	29	4.833	5.406	0.59	60.408	0.148	2.177	103.461	0.177	6.527	6.329	5.216	4.861
470	584	2008-01-02 20:00:00	2.34	101.722	0.158	0.171	0.507	110.648	0.002	12.364	29	4.925	5.539	0.61	55.931	0.147	2.263	104.24	0.173	6.515	6.31	5.356	4.986
470	584	2008-01-02 21:00:00	2.41	102.714	0.156	0.167	0.506	110.648	0.002	12.364	29	5.08	5.642	0.6	57.737	0.146	2.339	104.912	0.169	6.53	6.304	5.47	5.091
470	584	2008-01-02 22:00:00	2.48	103.785	0.156	0.165	0.505	110.648	0.002	12.364	29	5.299	5.734	0.59	60.099	0.145	2.411	105.654	0.166	6.56	6.316	5.574	5.193
470	584	2008-01-02 23:00:00	2.52	104.848	0.155	0.163	0.492	111.468	0.002	12.132	29	5.374	5.81	0.65	64.315	0.14	2.436	107.033	0.165	6.792	6.538	5.635	5.253
470	584	2008-01-03 00:00:00	2.54	105.589	0.152	0.161	0.488	111.468	0.002	12.132	29	5.387	5.872	0.65	66.679	0.139	2.455	107.601	0.163	6.863	6.602	5.701	5.32
470	584	2008-01-03 01:00:00	2.56	105.931	0.148	0.159	0.487	111.468	0.002	12.132	29	5.395	5.922	0.65	68.164	0.137	2.476	107.863	0.161	6.924	6.658	5.75	5.364
470	584	2008-01-03 02:00:00	2.63	105.351	0.146	0.158	0.534	105.668	0.002	13.034	29	5.538	5.966	0.52	79.026	0.14	2.582	105.938	0.159	6.675	6.283	5.829	5.438
470	584	2008-01-03 03:00:00	2.74	104.181	0.144	0.156	0.538	105.668	0.002	13.034	29	5.756	6.031	0.54	75.651	0.137	2.681	104.854	0.157	6.814	6.44	5.891	5.496
470	584	2008-01-03 04:00:00	2.82	103.142	0.143	0.154	0.538	105.668	0.002	13.034	29	5.936	6.117	0.58	71.089	0.134	2.759	104.008	0.155	6.986	6.622	5.974	5.576
470	584	2008-01-03 05:00:00	2.93	102.225	0.142	0.152	0.575	105.017	0.002	13.739	29	6.124	6.208	0.56	65.922	0.133	2.875	103.06	0.153	7.077	6.697	6.071	5.67
470	584	2008-01-03 06:00:00	3.05	101.49	0.142	0.15	0.578	105.017	0.002	13.739	29	6.465	6.3	0.6	61.438	0.13	2.99	102.516	0.151	7.249	6.88	6.163	5.76
470	584	2008-01-03 07:00:00	3.14	100.881	0.141	0.148	0.577	105.017	0.002	13.739	29	6.669	6.393	0.64	57.626	0.127	3.076	102.169	0.149	7.453	7.106	6.252	5.852
470	584	2008-01-03 08:00:00	3.22	100.111	0.141	0.146	0.582	104.066	0.002	13.907	29	6.83	6.479	0.66	54.852	0.123	3.153	101.461	0.147	7.761	7.437	6.337	5.947
470	584	2008-01-03 09:00:00	3.3	99.155	0.139	0.144	0.58	104.066	0.002	13.907	29	6.982	6.57	0.74	51.353	0.12	3.217	101.003	0.146	8.027	7.74	6.413	6.022
470	584	2008-01-03 10:00:00	3.38	98.166	0.136	0.142	0.579	104.066	0.002	13.907	29	7.115	6.675	0.83	48.818	0.116	3.278	100.635	0.144	8.288	8.032	6.497	6.1
470	584	2008-01-03 11:00:00	3.47	97.039	0.131	0.139	0.589	101.82	0.002	14.109	29	7.203	6.784	0.92	47.421	0.114	3.35	100.006	0.142	8.49	8.278	6.585	6.18
470	584	2008-01-03 12:00:00	3.57	95.988	0.13	0.137	0.589	101.82	0.002	14.109	29	7.387	6.892	0.99	46.448	0.113	3.427	99.367	0.14	8.645	8.449	6.679	6.266
470	584	2008-01-03 13:00:00	3.65	95.369	0.129	0.135	0.588	101.82	0.002	14.109	29	7.575	6.999	1.04	46.008	0.111	3.503	98.973	0.138	8.77	8.584	6.779	6.362
470	584	2008-01-03 14:00:00	3.76	94.794	0.129	0.133	0.604	97.726	0.002	14.431	29	7.873	7.095	1.05	53.053	0.108	3.609	97.399	0.136	9.015	8.82	6.876	6.461
470	584	2008-01-03 15:00:00	3.86	94.35	0.128	0.132	0.605	97.726	0.002	14.431	29	8.097	7.178	1.07	52.349	0.107	3.71	96.951	0.135	9.137	8.956	6.961	6.55
470	584	2008-01-03 16:00:00	3.92	94.072	0.128	0.131	0.603	97.726	0.002	14.431	29	8.218	7.235	1.09	51.611	0.106	3.762	96.752	0.134	9.251	9.076	7.016	6.609
470	584	2008-01-03 17:00:00	3.92	94.456	0.127	0.13	0.588	104.791	0.002	14.18	29	8.208	7.268	1.18	46.977	0.106	3.733	98.48	0.134	9.204	9.013	7.029	6.625
470	584	2008-01-03 18:00:00	3.89	95.338	0.127	0.13	0.586	104.791	0.002	14.18	29	8.16	7.286	1.21	47.518	0.105	3.701	99.586	0.133	9.257	9.074	7.035	6.629
470	584	2008-01-03 19:00:00	3.89	96.038	0.127	0.13	0.586	104.791	0.002	14.18	29	8.141	7.299	1.22	47.963	0.105	3.691	100.411	0.133	9.313	9.14	7.04	6.632
470	584	2008-01-03 20:00:00	3.81	96.774	0.126	0.129	0.525	113.954	0.002	13.054	29	7.965	7.321	1.52	54.412	0.108	3.497	103.845	0.134	8.991	8.793	6.977	6.565
470	584	2008-01-03 21:00:00	3.72	97.521	0.126	0.129	0.523	113.954	0.002	13.054	29	7.739	7.326	1.52	54.149	0.107	3.392	105.131	0.135	9.062	8.882	6.958	6.541
470	584	2008-01-03 22:00:00	3.65	98.06	0.126	0.129	0.523	113.954	0.002	13.054	29	7.573	7.299	1.51	53.429	0.107	3.32	106.064	0.135	9.097	8.927	6.914	6.489
470	584	2008-01-03 23:00:00	3.5	97.864	0.126	0.129	0.423	119.14	0.001	11.048	29	7.253	7.292	2.35	77.479	0.113	2.591	113.27	0.147	8.66	8.534	6.32	5.898
470	584	2008-01-04 00:00:00	3.34	97.503	0.127	0.129	0.42	119.14	0.001	11.048	29	6.898	7.282	2.24	75.686	0.113	2.475	113.769	0.147	8.68	8.547	6.3	5.876
470	584	2008-01-04 01:00:00	3.21	97.411	0.127	0.13	0.421	119.14	0.001	11.048	29	6.64	7.218	2.13	73.824	0.112	2.412	114.047	0.148	8.698	8.563	6.237	5.807
470	584	2008-01-04 02:00:00	3.04	96.644	0.128	0.13	0.317	137.434	0.001	8.826	29	6.254	7.192	2.81	90.946	0.123	1.141	131.195	0.209	7.882	7.716	4.399	4.09
470	584	2008-01-04 03:00:00	2.85	95.658	0.128	0.131	0.315	137.434	0.001	8.826	29	5.844	7.187	2.64	89.624	0.123	1.065	132.666	0.21	7.886	7.73	4.364	4.06
470	584	2008-01-04 04:00:00	2.68	95.018	0.128	0.131	0.315	137.434	0.001	8.826	29	5.478	7.113	2.46	88.077	0.123	1.043	133.932	0.212	7.877	7.727	4.325	4.017
470	584	2008-01-04 05:00:00	2.5	94.356	0.129	0.133	0.283	160.047	0.001	8.117	29	5.084	7.022	2.38	88.781	0.126	0.79	149.036	0.238	7.578	7.368	3.84	3.57
470	584	2008-01-04 06:00:00	2.35	93.86	0.129	0.134	0.284	160.047	0.001	8.117	29	4.754	6.917	2.21	87.234	0.127	0.787	151.958	0.24	7.541	7.342	3.813	3.539
470	584	2008-01-04 07:00:00	2.21	93.769	0.13	0.136	0.285	160.047	0.001	8.117	29	4.464	6.768	2.06	85.731	0.128	0.8	153.714	0.241	7.486	7.291	3.775	3.497
470	584	2008-01-04 08:00:00	2.09	94.637	0.131	0.14	0.312	169.66	0.001	8.691	29	4.218	6.558	1.91	84.186	0.129	0.84	157.236	0.24	7.391	7.184	3.764	3.464
470	584	2008-01-04 09:00:00	2	96.806	0.134	0.144	0.316	169.66	0.001	8.691	29	4.035	6.32	1.79	83.42	0.131	0.889	159.935	0.242	7.305	7.1	3.722	3.42
470	584	2008-01-04 10:00:00	1.92	99.896	0.139	0.148	0.319	169.66	0.001	8.691	29	3.88	6.099	1.67	83.135	0.132	0.935	161.966	0.242	7.216	7.012	3.727	3.426
470	584	2008-01-04 11:00:00	1.85	103.572	0.141	0.153	0.319	161.795	0.001	8.674	29	3.752	5.905	1.55	82.247	0.133	1.005	159.642	0.237	7.187	6.99	3.822	3.514
470	584	2008-01-04 12:00:00	1.79	107.32	0.142	0.157	0.32	161.795	0.001	8.674	29	3.637	5.746	1.47	82.694	0.135	1.034	159.683	0.235	7.09	6.887	3.858	3.549
470	584	2008-01-04 13:00:00	1.74	111.194	0.143	0.161	0.32	161.795	0.001	8.674	29	3.528	5.607	1.38	83.32	0.136	1.056	160.009	0.233	6.991	6.783	3.892	3.58
470	584	2008-01-04 14:00:00	1.74	116.187	0.146	0.167	0.408	143.413	0.001	10.536	29	3.531	5.416	1.11	70.9	0.131	1.344	143.13	0.205	7.191	6.846	4.397	4.028
470	584	2008-01-04 15:00:00	1.79	120.682	0.157	0.173	0.416	143.413	0.002	10.536	29	3.647	5.259	1.04	71.554	0.132	1.453	141.588	0.205	7.157	6.859	4.411	4.051
470	584	2008-01-04 16:00:00	1.82	123.536	0.163	0.176	0.419	143.413	0.002	10.536	29	3.726	5.193	0.99	72.608	0.134	1.525	140.368	0.203	7.068	6.785	4.475	4.117
470	584	2008-01-04 17:00:00	1.91	127.981	0.182	0.18	0.542	148.914	0.002	12.821	29	4.027	5.114	0.8	62.884	0.129	1.735	138.979	0.197	7.327	6.953	4.627	4.268
470	584	2008-01-04 18:00:00	2.07	132.892	0.179	0.183	0.566	148.914	0.002	12.821	29	4.378	5.092	0.76	65.178	0.13	1.922	140.982	0.195	7.267	6.875	4.703	4.352
470	584	2008-01-04 19:00:00	2.18	136.066	0.172	0.181	0.56	148.914	0.002	12.821	29	4.626	5.171	0.74	69.586	0.132	2.048	142.442	0.19	7.173	6.806	4.845	4.502
470	584	2008-01-04 20:00:00	2.32	140.611	0.169	0.178	0.624	157.565	0.002	14.097	29	4.92	5.278	0.81	78.46	0.135	2.168	147.795	0.187	7.153	6.951	4.952	4.608
470	584	2008-01-04 21:00:00	2.5	146.425	0.166	0.174	0.636	157.565	0.002	14.097	29	5.33	5.415	0.83	83.641	0.135	2.357	152.333	0.181	7.173	7.01	5.124	4.773
470	584	2008-01-04 22:00:00	2.67	151.355	0.16	0.169	0.625	157.565	0.002	14.097	29	5.72	5.6	0.85	89.562	0.135	2.534	156.092	0.174	7.209	7.061	5.346	4.999
470	584	2008-01-04 23:00:00	2.84	156.866	0.155	0.164	0.658	165.274	0.002	14.91	29	6.061	5.796	0.87	88.069	0.137	2.708	162.46	0.167	7.062	6.861	5.58	5.224
470	584	2008-01-05 00:00:00	3.08	163.003	0.153	0.158	0.661	165.274	0.002	14.91	29	6.647	6.01	0.85	90.438	0.135	2.956	167.205	0.16	7.196	7.03	5.828	5.466
470	584	2008-01-05 01:00:00	3.27	166.838	0.144	0.153	0.651	165.274	0.002	14.91	29	6.965	6.23	0.84	94.717	0.132	3.16	170.077	0.154	7.367	7.205	6.068	5.706
470	584	2008-01-05 02:00:00	3.41	170.059	0.14	0.148	0.657	170.047	0.002	15.158	29	7.174	6.416	0.89	98.406	0.132	3.29	173.546	0.15	7.4	7.253	6.261	5.888
470	584	2008-01-05 03:00:00	3.54	172.627	0.139	0.145	0.655	170.047	0.002	15.158	29	7.539	6.565	0.87	100.308	0.13	3.43	175.532	0.146	7.485	7.336	6.424	6.047
470	584	2008-01-05 04:00:00	3.62	174.176	0.136	0.142	0.65	170.047	0.002	15.158	29	7.649	6.683	0.84	102.789	0.128	3.517	176.628	0.143	7.563	7.407	6.551	6.171
470	584	2008-01-05 05:00:00	3.6	175.665	0.132	0.14	0.571	173.752	0.002	13.782	29	7.562	6.788	0.98	120.096	0.126	3.467	178.155	0.141	7.649	7.452	6.639	6.252
470	584	2008-01-05 06:00:00	3.57	176.866	0.13	0.138	0.564	173.752	0.002	13.782	29	7.473	6.867	0.99	124.514	0.125	3.43	179.269	0.14	7.718	7.521	6.717	6.329
470	584	2008-01-05 07:00:00	3.55	177.105	0.13	0.138	0.562	173.752	0.002	13.782	29	7.427	6.897	0.98	124.763	0.125	3.411	179.526	0.139	7.716	7.512	6.749	6.358
470	584	2008-01-05 08:00:00	3.34	176.916	0.13	0.137	0.291	208.38	0.001	8.331	29	6.95	6.975	3.2	174.898	0.132	0.961	198.394	0.222	7.333	7.144	4.17	3.902
470	584	2008-01-05 09:00:00	3.04	176.248	0.13	0.136	0.289	208.38	0.001	8.331	29	6.273	7.019	2.91	173.772	0.132	0.869	202.768	0.22	7.371	7.201	4.221	3.955
470	584	2008-01-05 10:00:00	2.81	175.259	0.131	0.137	0.289	208.38	0.001	8.331	29	5.765	6.962	2.67	171.991	0.132	0.861	205.081	0.219	7.368	7.214	4.251	3.994
470	584	2008-01-05 11:00:00	2.64	174.832	0.132	0.139	0.334	206.702	0.001	9.324	29	5.396	6.794	2.32	165.649	0.13	1.254	204.026	0.184	7.452	7.293	5.001	4.653
470	584	2008-01-05 12:00:00	2.49	175.324	0.133	0.143	0.337	206.702	0.001	9.324	29	5.082	6.571	2.12	163.182	0.132	1.303	205.23	0.187	7.373	7.226	4.888	4.531
470	584	2008-01-05 13:00:00	2.34	177.393	0.135	0.148	0.339	206.702	0.001	9.324	29	4.778	6.339	1.92	161.749	0.134	1.347	206.348	0.188	7.256	7.112	4.844	4.48
470	584	2008-01-05 14:00:00	2.2	181.228	0.137	0.153	0.314	222.869	0.001	8.746	29	4.489	6.139	1.9	168.011	0.139	1.104	218.771	0.211	6.949	6.803	4.317	3.992
470	584	2008-01-05 15:00:00	2.08	185.839	0.141	0.156	0.315	222.869	0.001	8.746	29	4.248	5.988	1.75	169.814	0.141	1.133	221.561	0.209	6.869	6.736	4.352	4.02
470	584	2008-01-05 16:00:00	2.01	190.664	0.144	0.159	0.315	222.869	0.001	8.746	29	4.124	5.869	1.64	172.675	0.143	1.163	223.052	0.208	6.809	6.684	4.38	4.043
470	584	2008-01-05 17:00:00	1.97	196.402	0.147	0.162	0.34	241.281	0.001	9.282	29	4.054	5.764	1.57	174.437	0.145	1.188	232.733	0.206	6.687	6.536	4.412	4.065
470	584	2008-01-05 18:00:00	1.96	203.277	0.149	0.165	0.342	241.281	0.001	9.282	29	4.034	5.674	1.49	177.376	0.145	1.27	236.019	0.204	6.712	6.58	4.464	4.117
470	584	2008-01-05 19:00:00	1.96	209.802	0.152	0.166	0.343	241.281	0.001	9.282	29	4.04	5.623	1.42	180.974	0.145	1.343	238.423	0.201	6.731	6.611	4.546	4.196
470	584	2008-01-05 20:00:00	1.93	214.655	0.153	0.166	0.281	256.859	0.001	7.917	29	3.988	5.647	1.64	198.511	0.151	1.026	252.309	0.225	6.432	6.293	4.053	3.74
470	584	2008-01-05 21:00:00	1.89	218.234	0.153	0.165	0.279	256.859	0.001	7.917	29	3.887	5.696	1.6	202.809	0.15	1.002	254.166	0.223	6.49	6.368	4.089	3.779
470	584	2008-01-05 22:00:00	1.87	221.811	0.154	0.164	0.278	256.859	0.001	7.917	29	3.84	5.713	1.58	207.055	0.149	0.997	254.97	0.222	6.529	6.414	4.106	3.795
470	584	2008-01-05 23:00:00	1.87	225.916	0.155	0.165	0.307	249.092	0.001	8.575	29	3.846	5.694	1.45	206.289	0.146	1.18	251.385	0.206	6.702	6.595	4.434	4.098
470	584	2008-01-06 00:00:00	1.89	230.322	0.156	0.165	0.309	249.092	0.001	8.575	29	3.898	5.673	1.44	212.062	0.145	1.226	251.408	0.205	6.721	6.616	4.464	4.123
470	584	2008-01-06 01:00:00	1.91	234.296	0.156	0.166	0.309	249.092	0.001	8.575	29	3.939	5.668	1.37	216.556	0.144	1.324	249.418	0.197	6.771	6.657	4.63	4.275
470	584	2008-01-06 02:00:00	1.93	237.564	0.157	0.167	0.348	245.883	0.001	9.422	29	3.986	5.635	1.18	217.506	0.141	1.522	246.307	0.187	6.926	6.79	4.902	4.541
470	584	2008-01-06 03:00:00	1.94	240.113	0.158	0.168	0.351	245.883	0.001	9.422	29	4.02	5.577	1.15	224.345	0.141	1.565	246.228	0.188	6.927	6.787	4.872	4.5
470	584	2008-01-06 04:00:00	1.95	242.179	0.158	0.169	0.352	245.883	0.001	9.422	29	4.037	5.549	1.13	230.645	0.141	1.588	246.37	0.188	6.936	6.798	4.866	4.497
470	584	2008-01-06 05:00:00	2.01	243.678	0.158	0.17	0.414	242.837	0.001	10.711	29	4.183	5.534	0.92	241.002	0.139	1.794	244.113	0.18	7.027	6.874	5.095	4.719
470	584	2008-01-06 06:00:00	2.11	245.089	0.158	0.169	0.417	242.837	0.002	10.711	29	4.4	5.551	0.92	248.028	0.137	1.9	244.642	0.179	7.103	6.952	5.137	4.764
470	584	2008-01-06 07:00:00	2.21	246.786	0.157	0.167	0.418	242.837	0.002	10.711	29	4.618	5.628	0.96	256.941	0.136	1.988	245.153	0.177	7.164	7.017	5.221	4.85
470	584	2008-01-06 08:00:00	2.33	249.175	0.157	0.164	0.406	250.859	0.001	10.522	29	4.893	5.759	1.01	241.419	0.136	2.105	250.375	0.172	7.14	6.93	5.386	5.017
470	584	2008-01-06 09:00:00	2.46	252.325	0.156	0.16	0.404	250.859	0.001	10.522	29	5.173	5.908	1.13	251.919	0.134	2.188	252.4	0.168	7.279	7.094	5.502	5.136
470	584	2008-01-06 10:00:00	2.58	255.426	0.133	0.156	0.402	250.859	0.001	10.522	29	5.26	6.055	1.27	263.422	0.13	2.248	253.584	0.166	7.49	7.317	5.584	5.22
470	584	2008-01-06 11:00:00	2.67	258.405	0.133	0.152	0.415	252.49	0.001	10.769	29	5.466	6.19	1.41	271.804	0.126	2.27	254.465	0.165	7.718	7.564	5.624	5.253
470	584	2008-01-06 12:00:00	2.74	261.386	0.133	0.148	0.414	252.49	0.001	10.769	29	5.596	6.322	1.56	278.485	0.123	2.25	254.84	0.164	7.918	7.765	5.633	5.256
470	584	2008-01-06 13:00:00	2.76	264.06	0.132	0.146	0.413	252.49	0.001	10.769	29	5.622	6.418	1.65	283.529	0.121	2.204	254.914	0.165	8.065	7.908	5.616	5.234
470	584	2008-01-06 14:00:00	2.72	266.228	0.132	0.144	0.399	250.994	0.001	10.471	29	5.535	6.459	1.8	286.001	0.121	2.042	252.509	0.17	8.077	7.928	5.44	5.066
470	584	2008-01-06 15:00:00	2.64	267.553	0.132	0.144	0.398	250.994	0.001	10.471	29	5.361	6.439	1.75	288.582	0.12	1.974	252.297	0.171	8.09	7.93	5.388	5.012
470	584	2008-01-06 16:00:00	2.56	267.974	0.132	0.145	0.398	250.994	0.001	10.471	29	5.194	6.372	1.69	290.273	0.12	1.925	252.055	0.173	8.059	7.886	5.328	4.95
470	584	2008-01-06 17:00:00	2.46	268.199	0.133	0.147	0.347	251.295	0.001	9.386	29	4.976	6.319	1.81	285.383	0.125	1.669	249.697	0.182	7.711	7.54	5.032	4.665
470	584	2008-01-06 18:00:00	2.34	268.35	0.133	0.148	0.345	251.295	0.001	9.386	29	4.732	6.257	1.71	286.159	0.127	1.597	249.5	0.184	7.635	7.461	4.992	4.626
