nx	ny	datetime	s_wht	meanwdir	peak_fr	mean_fr	ustar	wind_dir	cdg	wind_speed	depth	maxwh	maxwp	swe_h	meansdir	meansfr	wsea_h	wsead	wsea_fr	msp1	msp2	mwseap1	mwseap2
470	584	2001-01-01 00:00:00	2.16	168.336	0.175	0.194	0.693	168.313	0	17.278	29	4.679	4.878	0.31	131.235	0.17	2.14	168.642	0.195	5.674	5.552	4.73	4.401
470	584	2001-01-01 01:00:00	2.72	169.454	0.172	0.182	0.911	168.313	0.003	17.278	29	5.891	5.197	0.25	221.116	0.175	2.708	169.332	0.182	5.21	4.812	5.075	4.733
470	584	2001-01-01 02:00:00	3.28	168.674	0.149	0.167	1.035	161.867	0.003	19.214	29	6.932	5.642	0.33	240.019	0.163	3.263	168.204	0.167	5.349	4.772	5.53	5.159
470	584	2001-01-01 03:00:00	3.8	167.116	0.136	0.157	1.097	161.867	0.003	19.214	29	8.012	6.006	0.29	239.761	0.158	3.785	166.893	0.157	5.508	4.945	5.899	5.505
470	584	2001-01-01 04:00:00	4.26	165.774	0.135	0.148	1.078	161.867	0.003	19.214	29	9.004	6.387	0.35	230.781	0.138	4.249	165.542	0.149	6.574	6.051	6.29	5.904
470	584	2001-01-01 05:00:00	4.57	166.909	0.132	0.141	0.917	173.271	0.003	17.581	29	9.734	6.752	0.43	100.151	0.134	4.547	167.309	0.141	6.787	6.296	6.666	6.282
470	584	2001-01-01 06:00:00	4.77	168.04	0.126	0.134	0.854	173.271	0.002	17.581	29	9.998	7.118	0.59	107.095	0.118	4.734	168.772	0.134	8.029	7.68	7.025	6.64
470	584	2001-01-01 07:00:00	4.98	168.655	0.125	0.129	0.821	173.271	0.002	17.581	29	10.547	7.394	0.67	111.291	0.113	4.937	169.438	0.129	8.454	8.16	7.304	6.927
470	584	2001-01-01 08:00:00	4.91	169.186	0.124	0.126	0.572	178.373	0.002	13.736	29	10.367	7.602	1.44	128.15	0.11	4.695	172.522	0.128	8.85	8.64	7.434	7.08
470	584	2001-01-01 09:00:00	4.7	169.953	0.112	0.124	0.554	178.373	0.002	13.736	29	9.62	7.728	1.59	134.242	0.11	4.428	173.72	0.126	8.866	8.699	7.536	7.196
470	584	2001-01-01 10:00:00	4.49	171.346	0.115	0.124	0.551	178.373	0.002	13.736	29	9.215	7.737	1.5	135.267	0.11	4.231	174.99	0.126	8.836	8.668	7.547	7.192
