nx	ny	datetime	s_wht	meanwdir	peak_fr	mean_fr	ustar	wind_dir	cdg	wind_speed	depth	maxwh	maxwp	swe_h	meansdir	meansfr	wsea_h	wsead	wsea_fr	msp1	msp2	mwseap1	mwseap2
470	584	2003-01-01 12:00:00	1.34	143.214	0.205	0.217	0.367	140.837	0.001	9.596	29	2.869	4.38	0.44	176.722	0.183	1.27	141.326	0.222	4.911	4.531	4.143	3.842
470	584	2003-01-01 13:00:00	1.4	142.504	0.198	0.212	0.367	140.837	0.001	9.596	29	3.02	4.475	0.48	171.166	0.176	1.32	140.487	0.218	5.241	4.917	4.215	3.907
470	584	2003-01-01 14:00:00	1.49	139.858	0.191	0.208	0.428	119.167	0.002	10.937	29	3.167	4.569	0.57	193.118	0.183	1.38	132.165	0.213	5.014	4.667	4.325	4.011
470	584	2003-01-01 15:00:00	1.62	135.252	0.189	0.203	0.436	119.167	0.002	10.937	29	3.452	4.676	0.6	190.54	0.174	1.5	127.68	0.209	5.407	5.145	4.412	4.092
470	584	2003-01-01 16:00:00	1.72	132.004	0.187	0.198	0.439	119.167	0.002	10.937	29	3.736	4.792	0.62	187.578	0.168	1.606	125.024	0.204	5.697	5.494	4.525	4.201
470	584	2003-01-01 17:00:00	1.79	128.098	0.184	0.194	0.446	97.73	0.002	11.151	29	3.858	4.897	0.86	174.273	0.17	1.568	115.444	0.202	5.596	5.369	4.551	4.214
470	584	2003-01-01 18:00:00	1.84	123.007	0.174	0.19	0.451	97.73	0.002	11.151	29	3.914	4.987	0.87	171.802	0.163	1.629	110.405	0.199	5.899	5.725	4.611	4.262
470	584	2003-01-01 19:00:00	1.93	119.151	0.172	0.185	0.449	97.73	0.002	11.151	29	4.091	5.102	0.88	169.794	0.158	1.718	107.138	0.194	6.148	6.004	4.728	4.38
470	584	2003-01-01 20:00:00	1.95	117.712	0.17	0.18	0.347	80.875	0.001	9.207	29	4.106	5.257	1.3	149.487	0.161	1.451	93.954	0.198	5.962	5.761	4.611	4.256
470	584	2003-01-01 21:00:00	1.92	117.732	0.167	0.175	0.34	80.875	0.001	9.207	29	4.066	5.403	1.32	149.739	0.156	1.396	90.963	0.196	6.191	6.029	4.666	4.311
470	584	2003-01-01 22:00:00	1.93	117.787	0.148	0.172	0.339	80.875	0.001	9.207	29	4.004	5.506	1.37	149.193	0.153	1.365	88.524	0.196	6.376	6.246	4.655	4.3
470	584	2003-01-01 23:00:00	1.92	118.006	0.148	0.169	0.298	63.989	0.001	8.323	29	3.984	5.598	1.64	134.451	0.155	1.005	76.851	0.22	6.253	6.113	4.117	3.791
470	584	2003-01-02 00:00:00	1.89	117.64	0.148	0.167	0.296	63.989	0.001	8.323	29	3.909	5.656	1.63	133.518	0.154	0.954	74.389	0.225	6.338	6.221	4.042	3.728
470	584	2003-01-02 01:00:00	1.85	116.046	0.15	0.167	0.296	63.989	0.001	8.323	29	3.823	5.652	1.59	133.144	0.153	0.947	71.99	0.226	6.379	6.273	4.021	3.708
470	584	2003-01-02 02:00:00	1.78	115.364	0.152	0.166	0.22	58.616	0.001	6.548	29	3.682	5.681	1.69	121.867	0.158	0.567	60.103	0.3	6.117	5.992	3.082	2.878
470	584	2003-01-02 03:00:00	1.7	115.841	0.154	0.165	0.218	58.616	0.001	6.548	29	3.558	5.719	1.62	122.292	0.158	0.524	58.784	0.299	6.133	6.01	3.093	2.891
470	584	2003-01-02 04:00:00	1.62	116.015	0.156	0.165	0.218	58.616	0.001	6.548	29	3.402	5.701	1.54	123.023	0.158	0.507	57.801	0.3	6.127	6.002	3.075	2.869
470	584	2003-01-02 05:00:00	1.55	116.778	0.157	0.165	0.164	71.32	0.001	5.183	29	3.241	5.704	1.52	118.813	0.162	0.28	65.003	0.387	5.857	5.659	2.394	2.241
470	584	2003-01-02 06:00:00	1.47	117.934	0.159	0.165	0.164	71.32	0.001	5.183	29	3.086	5.729	1.45	119.839	0.162	0.254	66.343	0.387	5.868	5.677	2.39	2.237
470	584	2003-01-02 07:00:00	1.4	118.177	0.16	0.164	0.163	71.32	0.001	5.183	29	2.942	5.724	1.38	120.151	0.162	0.242	67.071	0.39	5.865	5.677	2.369	2.214
470	584	2003-01-02 08:00:00	1.34	117.277	0.162	0.165	0.167	78.711	0.001	5.262	29	2.809	5.696	1.32	119.096	0.162	0.234	74.938	0.398	5.838	5.644	2.314	2.157
470	584	2003-01-02 09:00:00	1.28	115.252	0.165	0.165	0.167	78.711	0.001	5.262	29	2.666	5.663	1.26	117.363	0.162	0.24	74.757	0.402	5.828	5.635	2.292	2.135
470	584	2003-01-02 10:00:00	1.24	112.123	0.167	0.166	0.167	78.711	0.001	5.262	29	2.574	5.634	1.21	114.407	0.162	0.243	75.133	0.406	5.818	5.621	2.265	2.109
470	584	2003-01-02 11:00:00	1.21	107.234	0.169	0.167	0.22	88.698	0.001	6.602	29	2.49	5.545	1.15	112.177	0.16	0.361	80.595	0.329	5.929	5.742	2.737	2.517
470	584	2003-01-02 12:00:00	1.19	100.737	0.17	0.17	0.223	88.698	0.001	6.602	29	2.454	5.39	1.12	105.9	0.159	0.419	82.775	0.333	5.927	5.74	2.712	2.5
470	584	2003-01-02 13:00:00	1.18	93.675	0.171	0.173	0.225	88.698	0.001	6.602	29	2.417	5.257	1.08	97.602	0.159	0.471	84.377	0.322	5.914	5.717	2.797	2.574
470	584	2003-01-02 14:00:00	1.17	86.875	0.173	0.177	0.246	92.753	0.001	7.078	29	2.403	5.122	1.02	86.127	0.158	0.574	87.809	0.287	5.954	5.721	3.085	2.817
470	584	2003-01-02 15:00:00	1.17	81.061	0.175	0.181	0.248	92.753	0.001	7.078	29	2.403	5	1	73.45	0.158	0.614	89.315	0.288	5.93	5.689	3.099	2.835
470	584	2003-01-02 16:00:00	1.17	76.048	0.181	0.183	0.249	92.753	0.001	7.078	29	2.412	4.918	0.96	60.7	0.158	0.666	89.243	0.276	5.933	5.67	3.225	2.943
470	584	2003-01-02 17:00:00	1.17	73.11	0.182	0.187	0.278	100.278	0.001	7.734	29	2.414	4.822	0.92	47.149	0.157	0.718	92.767	0.269	5.937	5.655	3.302	3.011
470	584	2003-01-02 18:00:00	1.17	72.108	0.182	0.19	0.281	100.278	0.001	7.734	29	2.423	4.726	0.91	42.2	0.158	0.748	94.305	0.272	5.914	5.627	3.285	3.007
470	584	2003-01-02 19:00:00	1.18	71.418	0.18	0.193	0.281	100.278	0.001	7.734	29	2.405	4.671	0.89	38.606	0.158	0.765	95.206	0.273	5.881	5.585	3.294	3.024
470	584	2003-01-02 20:00:00	1.2	70.839	0.18	0.195	0.315	90	0.001	8.5	29	2.459	4.611	0.8	23.999	0.153	0.89	86.543	0.253	6.076	5.754	3.547	3.247
470	584	2003-01-02 21:00:00	1.24	70.388	0.188	0.198	0.317	90	0.001	8.5	29	2.557	4.568	0.81	23.104	0.153	0.942	86.029	0.252	6.055	5.736	3.582	3.289
470	584	2003-01-02 22:00:00	1.28	69.831	0.205	0.198	0.317	90	0.001	8.5	29	2.67	4.579	0.82	23.242	0.153	0.981	86.362	0.249	6.054	5.731	3.641	3.353
470	584	2003-01-02 23:00:00	1.38	71.354	0.21	0.199	0.425	91.177	0.002	10.712	29	2.915	4.562	0.74	7.759	0.143	1.168	83.529	0.236	6.458	6.075	3.856	3.558
470	584	2003-01-03 00:00:00	1.51	72.748	0.209	0.199	0.436	91.177	0.002	10.712	29	3.217	4.594	0.77	10.748	0.141	1.295	84.798	0.232	6.548	6.155	3.948	3.652
470	584	2003-01-03 01:00:00	1.57	72.344	0.206	0.195	0.438	91.177	0.002	10.712	29	3.394	4.677	0.8	12.514	0.139	1.354	85.383	0.227	6.666	6.272	4.028	3.728
470	584	2003-01-03 02:00:00	1.66	75.323	0.206	0.193	0.524	106.802	0.002	12.316	29	3.565	4.716	0.87	14.314	0.138	1.415	92.933	0.227	6.71	6.324	4.038	3.74
470	584	2003-01-03 03:00:00	1.83	81.333	0.202	0.192	0.55	106.802	0.002	12.316	29	3.935	4.766	0.89	13.638	0.135	1.595	97.236	0.221	6.913	6.589	4.156	3.854
470	584	2003-01-03 04:00:00	1.98	84.195	0.19	0.188	0.551	106.802	0.002	12.316	29	4.271	4.901	0.92	13.529	0.134	1.754	98.452	0.212	7.01	6.703	4.353	4.044
470	584	2003-01-03 05:00:00	1.97	82.237	0.184	0.18	0.108	92.44	0.001	3.523	29	4.206	5.138	1.96	82.188	0.179	0.175	91.494	0.565	5.09	4.792	1.652	1.554
470	584	2003-01-03 06:00:00	1.88	75.665	0.164	0.172	0.104	92.44	0.001	3.523	29	3.914	5.384	1.88	75.636	0.172	0.096	94.89	0.598	5.329	5.041	1.568	1.479
470	584	2003-01-03 07:00:00	1.86	69.793	0.163	0.168	0.103	92.44	0.001	3.523	29	3.862	5.548	1.86	69.767	0.168	0.074	94.388	0.594	5.503	5.233	1.578	1.488
470	584	2003-01-03 08:00:00	1.93	62.077	0.163	0.166	0.357	48.995	0.001	9.846	29	4.043	5.612	1.4	116.134	0.152	1.329	57.153	0.184	6.026	5.711	5.036	4.708
470	584	2003-01-03 09:00:00	2.08	52.378	0.161	0.164	0.362	48.995	0.001	9.846	29	4.38	5.691	1.46	228.99	0.148	1.492	52.198	0.183	6.312	6.057	5.043	4.694
470	584	2003-01-03 10:00:00	2.24	46.457	0.149	0.161	0.364	48.995	0.001	9.846	29	4.657	5.832	1.47	256.651	0.143	1.685	48.421	0.177	6.552	6.327	5.237	4.885
470	584	2003-01-03 11:00:00	2.6	42.556	0.148	0.159	0.653	36.178	0.002	15.399	29	5.44	5.914	1.13	215.913	0.147	2.344	41.548	0.162	6.347	6.12	5.698	5.298
470	584	2003-01-03 12:00:00	3.05	41.046	0.144	0.155	0.691	36.178	0.002	15.399	29	6.403	6.076	0.98	214.145	0.144	2.887	40.471	0.156	6.508	6.315	5.915	5.509
470	584	2003-01-03 13:00:00	3.33	41.119	0.138	0.15	0.701	36.178	0.002	15.399	29	6.965	6.272	0.86	215.404	0.138	3.214	40.859	0.151	6.794	6.578	6.13	5.723
470	584	2003-01-03 14:00:00	3.4	41.1	0.137	0.147	0.596	32.748	0.002	13.661	29	7.103	6.432	0.9	197.084	0.13	3.277	40.707	0.148	7.095	6.79	6.283	5.876
470	584	2003-01-03 15:00:00	3.35	41.555	0.137	0.144	0.576	32.748	0.002	13.661	29	7.005	6.551	0.84	170.028	0.127	3.244	41.177	0.146	7.258	6.911	6.408	6.005
470	584	2003-01-03 16:00:00	3.36	42.282	0.136	0.142	0.569	32.748	0.002	13.661	29	7.081	6.64	0.82	109.032	0.125	3.257	41.8	0.144	7.354	6.994	6.502	6.1
470	584	2003-01-03 17:00:00	3.33	42.692	0.134	0.14	0.506	24.004	0.002	12.611	29	7.004	6.733	1.16	74.301	0.128	3.127	40.266	0.142	7.257	6.909	6.566	6.161
470	584	2003-01-03 18:00:00	3.32	42.595	0.133	0.139	0.501	24.004	0.002	12.611	29	6.902	6.828	1.2	74.181	0.127	3.096	39.625	0.141	7.397	7.066	6.65	6.245
470	584	2003-01-03 19:00:00	3.34	42.051	0.131	0.137	0.5	24.004	0.002	12.611	29	6.918	6.894	1.22	73.83	0.125	3.108	38.786	0.139	7.492	7.164	6.71	6.299
470	584	2003-01-03 20:00:00	3.36	40.708	0.13	0.136	0.538	19.642	0.002	13.357	29	6.956	6.935	1.14	82.78	0.127	3.163	36.634	0.137	7.347	6.993	6.782	6.355
470	584	2003-01-03 21:00:00	3.4	38.96	0.129	0.135	0.541	19.642	0.002	13.357	29	7.045	6.978	1.11	80.937	0.125	3.217	35.114	0.137	7.545	7.208	6.811	6.37
470	584	2003-01-03 22:00:00	3.47	37.454	0.128	0.134	0.543	19.642	0.002	13.357	29	7.18	7.039	1.08	79.126	0.122	3.297	33.968	0.135	7.748	7.44	6.866	6.42
470	584	2003-01-03 23:00:00	3.57	36.222	0.127	0.132	0.565	18.658	0.002	13.784	29	7.381	7.119	1.06	77.234	0.119	3.408	33.047	0.134	7.943	7.629	6.946	6.501
470	584	2003-01-04 00:00:00	3.68	35.396	0.124	0.131	0.567	18.658	0.002	13.784	29	7.642	7.203	1.08	74.872	0.116	3.516	32.315	0.133	8.21	7.901	7.02	6.574
470	584	2003-01-04 01:00:00	3.75	35.074	0.121	0.13	0.566	18.658	0.002	13.784	29	7.754	7.276	1.13	72.767	0.113	3.579	31.871	0.132	8.463	8.165	7.077	6.63
470	584	2003-01-04 02:00:00	3.76	35.082	0.12	0.129	0.531	18.504	0.002	13.139	29	7.742	7.334	1.32	69.837	0.114	3.515	30.667	0.131	8.388	8.143	7.103	6.647
470	584	2003-01-04 03:00:00	3.69	35.318	0.119	0.128	0.529	18.504	0.002	13.139	29	7.6	7.351	1.35	67.033	0.113	3.437	30.936	0.131	8.518	8.276	7.094	6.635
470	584	2003-01-04 04:00:00	3.61	35.656	0.119	0.129	0.529	18.504	0.002	13.139	29	7.425	7.316	1.35	67.037	0.112	3.353	31.055	0.132	8.568	8.332	7.04	6.572
470	584	2003-01-04 05:00:00	3.45	36.545	0.119	0.129	0.442	17.546	0.001	11.411	29	7.076	7.278	2.03	53.18	0.112	2.792	28.161	0.141	8.722	8.545	6.566	6.116
470	584	2003-01-04 06:00:00	3.25	37.597	0.119	0.13	0.439	17.546	0.001	11.411	29	6.639	7.216	1.95	54.187	0.112	2.594	28.575	0.143	8.679	8.503	6.454	6
470	584	2003-01-04 07:00:00	3.08	38.244	0.12	0.132	0.441	17.546	0.001	11.411	29	6.292	7.092	1.85	56.033	0.113	2.47	28.638	0.145	8.616	8.438	6.31	5.84
470	584	2003-01-04 08:00:00	2.91	39.19	0.12	0.133	0.366	18.933	0.001	9.832	29	5.914	7.002	2.34	48.129	0.119	1.717	22.453	0.173	8.246	8.113	5.265	4.865
470	584	2003-01-04 09:00:00	2.73	40.378	0.12	0.134	0.364	18.933	0.001	9.832	29	5.54	6.934	2.22	49.02	0.119	1.591	23.552	0.177	8.171	8.029	5.152	4.758
470	584	2003-01-04 10:00:00	2.59	41.1	0.122	0.136	0.365	18.933	0.001	9.832	29	5.257	6.822	2.09	49.985	0.12	1.527	24.33	0.18	8.1	7.953	5.045	4.65
470	584	2003-01-04 11:00:00	2.45	41.841	0.123	0.138	0.315	24.748	0.001	8.743	29	4.949	6.727	2.14	46.682	0.125	1.193	26.145	0.208	7.802	7.658	4.393	4.068
470	584	2003-01-04 12:00:00	2.33	42.552	0.126	0.139	0.315	24.748	0.001	8.743	29	4.713	6.648	2.03	47.455	0.126	1.153	27.337	0.209	7.737	7.593	4.367	4.042
470	584	2003-01-04 13:00:00	2.24	42.804	0.127	0.141	0.315	24.748	0.001	8.743	29	4.52	6.539	1.92	47.976	0.127	1.139	28.011	0.21	7.67	7.524	4.338	4.012
470	584	2003-01-04 14:00:00	2.15	42.463	0.128	0.144	0.313	17.117	0.001	8.664	29	4.354	6.403	1.87	48.542	0.13	1.048	22.699	0.221	7.462	7.294	4.117	3.8
470	584	2003-01-04 15:00:00	2.06	41.753	0.129	0.146	0.314	17.117	0.001	8.664	29	4.167	6.278	1.78	48.394	0.131	1.035	21.835	0.223	7.38	7.211	4.065	3.748
470	584	2003-01-04 16:00:00	1.97	40.773	0.13	0.149	0.315	17.117	0.001	8.664	29	3.997	6.156	1.69	47.821	0.132	1.023	21.377	0.225	7.304	7.134	4.019	3.704
470	584	2003-01-04 17:00:00	1.87	39.895	0.13	0.15	0.239	8.048	0.001	6.928	29	3.779	6.114	1.74	44.304	0.14	0.704	11.931	0.276	6.829	6.611	3.308	3.064
470	584	2003-01-04 18:00:00	1.77	38.886	0.131	0.15	0.237	8.048	0.001	6.928	29	3.564	6.123	1.65	42.995	0.141	0.644	11.287	0.279	6.8	6.594	3.275	3.03
470	584	2003-01-04 19:00:00	1.68	37.274	0.132	0.151	0.237	8.048	0.001	6.928	29	3.39	6.09	1.57	41.191	0.142	0.61	11.209	0.283	6.768	6.573	3.221	2.977
470	584	2003-01-04 20:00:00	1.6	35.625	0.132	0.152	0.174	347.771	0.001	5.382	29	3.202	6.103	1.56	37.318	0.148	0.333	354.011	0.374	6.334	6.035	2.457	2.289
470	584	2003-01-04 21:00:00	1.52	33.913	0.134	0.152	0.173	347.771	0.001	5.382	29	3.04	6.138	1.49	35.442	0.148	0.301	352.591	0.377	6.355	6.086	2.438	2.27
470	584	2003-01-04 22:00:00	1.45	31.955	0.136	0.152	0.172	347.771	0.001	5.382	29	2.908	6.128	1.42	33.411	0.149	0.284	352.077	0.382	6.346	6.099	2.402	2.236
470	584	2003-01-04 23:00:00	1.39	30.085	0.14	0.153	0.147	321.076	0.001	4.743	29	2.802	6.121	1.37	30.83	0.151	0.183	335.324	0.45	6.18	5.874	2.047	1.911
470	584	2003-01-05 00:00:00	1.33	28.255	0.142	0.154	0.147	321.076	0.001	4.743	29	2.695	6.105	1.32	29.03	0.152	0.178	331.498	0.453	6.176	5.901	2.037	1.902
470	584	2003-01-05 01:00:00	1.28	26.243	0.143	0.156	0.147	321.076	0.001	4.743	29	2.6	6.049	1.27	27.209	0.153	0.188	327.741	0.451	6.149	5.894	2.051	1.917
470	584	2003-01-05 02:00:00	1.26	22.203	0.144	0.16	0.286	306.053	0.001	8.139	29	2.547	5.792	1.19	28.341	0.152	0.409	321.69	0.291	6.241	6.014	2.883	2.576
470	584	2003-01-05 03:00:00	1.28	13.047	0.145	0.171	0.294	306.053	0.001	8.139	29	2.573	5.293	1.13	26.904	0.153	0.597	318.735	0.295	6.209	5.977	2.993	2.743
470	584	2003-01-05 04:00:00	1.31	2.672	0.146	0.182	0.305	306.053	0.001	8.139	29	2.635	4.962	1.07	24.678	0.155	0.754	317.213	0.282	6.131	5.877	3.187	2.926
470	584	2003-01-05 05:00:00	1.32	357.078	0.148	0.188	0.303	340.295	0.001	8.275	29	2.666	4.829	0.93	24.751	0.154	0.935	334.14	0.241	6.052	5.667	3.704	3.387
470	584	2003-01-05 06:00:00	1.34	354.928	0.153	0.191	0.303	340.295	0.001	8.275	29	2.709	4.815	0.91	19.118	0.155	0.991	338.036	0.237	6.125	5.837	3.809	3.497
470	584	2003-01-05 07:00:00	1.38	352.87	0.16	0.19	0.301	340.295	0.001	8.275	29	2.811	4.863	0.91	13.745	0.155	1.046	339.843	0.228	6.143	5.917	3.959	3.635
470	584	2003-01-05 08:00:00	1.46	350.534	0.163	0.189	0.349	342.265	0.001	9.323	29	2.992	4.911	0.72	25.377	0.155	1.27	341.722	0.204	6.136	5.907	4.41	4.036
470	584	2003-01-05 09:00:00	1.55	348.284	0.166	0.188	0.351	342.265	0.001	9.323	29	3.196	4.965	0.71	19.395	0.154	1.379	341.972	0.199	6.183	5.965	4.531	4.155
470	584	2003-01-05 10:00:00	1.61	346.524	0.165	0.185	0.351	342.265	0.001	9.323	29	3.348	5.037	0.71	11.02	0.152	1.446	341.98	0.196	6.247	6.019	4.629	4.249
470	584	2003-01-05 11:00:00	1.73	344.997	0.164	0.183	0.427	341.799	0.002	10.853	29	3.6	5.111	0.5	31.311	0.156	1.657	341.991	0.185	5.954	5.685	4.877	4.474
470	584	2003-01-05 12:00:00	1.91	344.306	0.161	0.177	0.432	341.799	0.002	10.853	29	3.975	5.253	0.49	20.615	0.145	1.842	342.524	0.18	6.181	5.827	5.044	4.645
470	584	2003-01-05 13:00:00	2.07	344.564	0.157	0.17	0.43	341.799	0.002	10.853	29	4.316	5.462	0.52	9.889	0.13	1.998	343.261	0.174	6.729	6.242	5.247	4.845
470	584	2003-01-05 14:00:00	2.25	346.089	0.153	0.163	0.47	351.392	0.002	11.692	29	4.691	5.681	0.49	335.853	0.113	2.193	346.478	0.167	7.218	6.444	5.483	5.068
470	584	2003-01-05 15:00:00	2.44	348.396	0.146	0.156	0.47	351.392	0.002	11.692	29	5.075	5.922	0.58	341.851	0.101	2.372	348.722	0.161	8.349	7.473	5.691	5.274
470	584	2003-01-05 16:00:00	2.61	350.557	0.143	0.149	0.469	351.392	0.002	11.692	29	5.43	6.166	0.71	349.092	0.096	2.512	350.661	0.156	9.188	8.366	5.88	5.449
470	584	2003-01-05 17:00:00	2.74	353.566	0.138	0.143	0.444	7.169	0.002	11.298	29	5.661	6.435	1.18	337.681	0.108	2.471	356.965	0.154	8.401	7.836	5.972	5.536
470	584	2003-01-05 18:00:00	2.84	356.557	0.131	0.136	0.442	7.169	0.002	11.298	29	5.812	6.705	1.34	344.147	0.103	2.509	359.928	0.15	8.994	8.509	6.108	5.656
470	584	2003-01-05 19:00:00	2.95	358.349	0.128	0.131	0.44	7.169	0.002	11.298	29	6.002	6.954	1.53	348.502	0.1	2.522	1.842	0.148	9.462	9.071	6.191	5.731
470	584	2003-01-05 20:00:00	2.9	358.824	0.122	0.125	0.287	35.685	0.001	8.126	29	5.844	7.242	2.74	355.903	0.119	0.948	24.554	0.23	7.84	7.492	3.996	3.721
470	584	2003-01-05 21:00:00	2.76	358.507	0.115	0.12	0.284	35.685	0.001	8.126	29	5.507	7.527	2.61	355.327	0.114	0.884	28.386	0.229	8.175	7.832	4.015	3.739
470	584	2003-01-05 22:00:00	2.65	358.144	0.109	0.117	0.284	35.685	0.001	8.126	29	5.24	7.683	2.5	354.538	0.111	0.865	31.219	0.23	8.423	8.078	3.983	3.699
470	584	2003-01-05 23:00:00	2.55	357.904	0.106	0.115	0.252	41.193	0.001	7.349	29	5.031	7.777	2.45	354.826	0.11	0.707	40.036	0.256	8.393	8.021	3.586	3.332
470	584	2003-01-06 00:00:00	2.47	358.094	0.106	0.115	0.252	41.193	0.001	7.349	29	4.863	7.807	2.36	354.641	0.109	0.71	42.205	0.255	8.484	8.106	3.595	3.336
470	584	2003-01-06 01:00:00	2.41	358.926	0.105	0.114	0.253	41.193	0.001	7.349	29	4.749	7.768	2.3	355.056	0.109	0.726	43.563	0.254	8.51	8.123	3.601	3.336
470	584	2003-01-06 02:00:00	2.39	0.705	0.105	0.115	0.297	39.85	0.001	8.349	29	4.705	7.646	2.2	354.074	0.106	0.944	40.917	0.222	8.778	8.409	4.073	3.75
470	584	2003-01-06 03:00:00	2.4	3.377	0.105	0.117	0.299	39.85	0.001	8.349	29	4.714	7.501	2.18	355.974	0.106	1.005	41.242	0.222	8.751	8.382	4.081	3.756
470	584	2003-01-06 04:00:00	2.42	6.99	0.107	0.118	0.3	39.85	0.001	8.349	29	4.761	7.414	2.19	359.664	0.107	1.029	41.65	0.221	8.654	8.295	4.099	3.771
470	584	2003-01-06 05:00:00	2.47	12.221	0.11	0.12	0.3	47.565	0.001	8.373	29	4.883	7.387	2.22	4.12	0.109	1.075	47.687	0.214	8.61	8.29	4.233	3.902
470	584	2003-01-06 06:00:00	2.52	17.621	0.115	0.121	0.298	47.565	0.001	8.373	29	5.02	7.392	2.29	10.802	0.111	1.063	48.483	0.214	8.501	8.222	4.259	3.937
470	584	2003-01-06 07:00:00	2.52	21.023	0.117	0.122	0.297	47.565	0.001	8.373	29	5.037	7.369	2.29	14.806	0.112	1.052	49.236	0.213	8.437	8.185	4.269	3.949
470	584	2003-01-06 08:00:00	2.46	22.522	0.118	0.123	0.267	50.663	0.001	7.667	29	4.922	7.338	2.31	18.643	0.116	0.83	51.823	0.245	8.135	7.869	3.752	3.487
470	584	2003-01-06 09:00:00	2.38	23.139	0.119	0.124	0.266	50.663	0.001	7.667	29	4.76	7.309	2.24	19.293	0.117	0.8	52.359	0.246	8.096	7.835	3.733	3.466
470	584	2003-01-06 10:00:00	2.3	23.551	0.119	0.125	0.266	50.663	0.001	7.667	29	4.604	7.248	2.16	19.599	0.117	0.784	52.613	0.247	8.048	7.79	3.708	3.441
470	584	2003-01-06 11:00:00	2.21	23.603	0.12	0.126	0.238	46.851	0.001	7.004	29	4.432	7.191	2.12	21.012	0.12	0.651	49.987	0.271	7.818	7.528	3.381	3.136
470	584	2003-01-06 12:00:00	2.12	23.41	0.122	0.127	0.238	46.851	0.001	7.004	29	4.247	7.127	2.03	20.804	0.121	0.629	49.412	0.273	7.755	7.465	3.353	3.108
470	584	2003-01-06 13:00:00	2.03	23.253	0.124	0.129	0.239	46.851	0.001	7.004	29	4.066	7.022	1.93	20.486	0.122	0.621	49.06	0.275	7.678	7.387	3.319	3.072
470	584	2003-01-06 14:00:00	1.94	22.981	0.128	0.13	0.214	44.62	0.001	6.392	29	3.886	6.925	1.87	21.145	0.125	0.511	46.69	0.306	7.431	7.102	2.994	2.781
470	584	2003-01-06 15:00:00	1.85	22.614	0.13	0.132	0.214	44.62	0.001	6.392	29	3.707	6.834	1.78	20.712	0.126	0.496	46.244	0.308	7.345	7.02	2.971	2.756
470	584	2003-01-06 16:00:00	1.76	22.355	0.131	0.134	0.214	44.62	0.001	6.392	29	3.542	6.72	1.69	20.296	0.128	0.491	45.96	0.31	7.258	6.933	2.945	2.73
470	584	2003-01-06 17:00:00	1.69	22.125	0.133	0.136	0.202	45.665	0.001	6.096	29	3.387	6.614	1.63	20.347	0.13	0.444	45.473	0.329	7.089	6.746	2.779	2.578
470	584	2003-01-06 18:00:00	1.61	21.885	0.098	0.138	0.202	45.665	0.001	6.096	29	3.131	6.52	1.55	19.96	0.131	0.438	45.51	0.331	7.007	6.661	2.765	2.563
