nx	ny	datetime	s_wht	meanwdir	peak_fr	mean_fr	ustar	wind_dir	cdg	wind_speed	depth	maxwh	maxwp	swe_h	meansdir	meansfr	wsea_h	wsead	wsea_fr	msp1	msp2	mwseap1	mwseap2
470	584	2010-01-01 00:00:00	1.59	6.329	0.096	0.137	0.278	44.263	0	7.694	29	3.075	6.068	1.39	355.65	0.119	0.772	40.412	0.275	7.465	6.939	3.294	3.029
470	584	2010-01-01 01:00:00	1.6	5.85	0.096	0.139	0.278	44.263	0.001	7.694	29	3.09	6.013	1.39	355.026	0.12	0.783	39.826	0.274	7.393	6.881	3.31	3.046
470	584	2010-01-01 02:00:00	1.61	5.112	0.096	0.141	0.293	34.362	0.001	8.044	29	3.122	5.961	1.39	354.758	0.12	0.826	33.322	0.266	7.392	6.871	3.409	3.137
470	584	2010-01-01 03:00:00	1.63	4.291	0.095	0.142	0.294	34.362	0.001	8.044	29	3.157	5.913	1.4	354.037	0.122	0.846	31.535	0.264	7.343	6.855	3.429	3.156
470	584	2010-01-01 04:00:00	1.64	3.721	0.093	0.143	0.294	34.362	0.001	8.044	29	3.168	5.883	1.4	353.502	0.123	0.856	30.677	0.263	7.293	6.828	3.449	3.175
470	584	2010-01-01 05:00:00	1.63	2.897	0.092	0.143	0.258	28.686	0.001	7.25	29	3.143	5.91	1.43	354.903	0.125	0.787	28.357	0.27	7.096	6.635	3.357	3.089
470	584	2010-01-01 06:00:00	1.6	2.086	0.092	0.142	0.255	28.686	0.001	7.25	29	3.089	5.965	1.42	354.893	0.126	0.748	27.077	0.27	7.072	6.615	3.349	3.08
470	584	2010-01-01 07:00:00	1.58	1.812	0.092	0.142	0.254	28.686	0.001	7.25	29	3.038	5.988	1.4	354.967	0.126	0.726	26.497	0.272	7.078	6.626	3.328	3.059
470	584	2010-01-01 08:00:00	1.54	1.249	0.092	0.14	0.192	21.949	0.001	5.779	29	2.967	6.076	1.47	358.922	0.132	0.469	23.865	0.335	6.573	6.094	2.714	2.507
470	584	2010-01-01 09:00:00	1.5	0.626	0.092	0.138	0.19	21.949	0.001	5.779	29	2.892	6.194	1.44	358.795	0.132	0.419	22.28	0.343	6.628	6.151	2.656	2.458
470	584	2010-01-01 10:00:00	1.47	0.355	0.092	0.137	0.189	21.949	0.001	5.779	29	2.838	6.265	1.42	358.663	0.131	0.388	23.349	0.353	6.669	6.195	2.582	2.393
470	584	2010-01-01 11:00:00	1.44	0.067	0.093	0.136	0.148	43.887	0.001	4.731	29	2.788	6.357	1.42	359.143	0.133	0.237	41.354	0.444	6.456	5.914	2.081	1.944
470	584	2010-01-01 12:00:00	1.42	359.633	0.095	0.134	0.148	43.887	0.001	4.731	29	2.746	6.47	1.4	358.778	0.132	0.219	43.224	0.444	6.56	6.033	2.082	1.945
470	584	2010-01-01 13:00:00	1.41	359.011	0.096	0.132	0.147	43.887	0.001	4.731	29	2.723	6.583	1.39	358.199	0.13	0.21	43.958	0.444	6.672	6.152	2.077	1.941
470	584	2010-01-01 14:00:00	1.4	358.106	0.097	0.13	0.024	14.036	0.001	1	29	2.713	6.728	1.4	358.106	0.13	0	14.036	1	6.537	5.83	0	0
470	584	2010-01-01 15:00:00	1.39	357.141	0.098	0.128	0.024	14.036	0.001	1	29	2.706	6.869	1.39	357.141	0.128	0	14.036	1	6.715	6.061	0	0
470	584	2010-01-01 16:00:00	1.39	356.192	0.099	0.126	0.024	14.036	0.001	1	29	2.716	7.001	1.39	356.192	0.126	0	14.036	1	6.866	6.245	0	0
470	584	2010-01-01 17:00:00	1.41	355.201	0.101	0.125	0.046	295.547	0.001	1.762	29	2.748	7.142	1.41	355.201	0.125	0	295.547	1	7.008	6.385	0	0
470	584	2010-01-01 18:00:00	1.44	354.209	0.102	0.123	0.046	295.547	0.001	1.762	29	2.802	7.296	1.44	354.209	0.123	0	295.547	1	7.171	6.564	0	0
470	584	2010-01-01 19:00:00	1.6	353.408	0.1	0.116	0.046	295.547	0.001	1.762	29	3.122	7.743	1.6	353.408	0.116	0	295.547	1	7.626	7.008	0	0
470	584	2010-01-01 20:00:00	1.63	352.724	0.1	0.115	0.028	290.2	0.001	1.129	29	3.176	7.875	1.63	352.724	0.115	0	290.2	1	7.764	7.162	0	0
470	584	2010-01-01 21:00:00	1.64	352.136	0.101	0.114	0.028	290.2	0.001	1.129	29	3.209	7.975	1.64	352.136	0.114	0	290.2	1	7.869	7.279	0	0
470	584	2010-01-01 22:00:00	1.65	351.705	0.101	0.113	0.028	290.2	0.001	1.129	29	3.221	8.039	1.65	351.705	0.113	0	290.2	1	7.935	7.357	0	0
470	584	2010-01-01 23:00:00	1.64	351.563	0.101	0.114	0.074	95.839	0.001	2.654	29	3.196	8.024	1.64	351.563	0.114	0	95.839	1	7.914	7.332	0	0
470	584	2010-01-02 00:00:00	1.61	352.333	0.102	0.116	0.074	95.839	0.001	2.654	29	3.151	7.901	1.61	352.333	0.116	0	95.839	1	7.804	7.267	0	0
470	584	2010-01-02 01:00:00	1.6	354.972	0.103	0.119	0.074	95.839	0.001	2.654	29	3.13	7.666	1.6	354.972	0.119	0	95.839	1	7.579	7.086	0	0
470	584	2010-01-02 02:00:00	1.61	0.108	0.106	0.125	0.289	93.294	0.001	8.354	29	3.155	7.227	1.55	355.829	0.12	0.433	95.912	0.258	7.668	7.32	3.507	3.209
470	584	2010-01-02 03:00:00	1.67	9.881	0.108	0.135	0.305	93.294	0.001	8.354	29	3.261	6.431	1.51	357.609	0.121	0.714	90.072	0.269	7.596	7.262	3.322	3.036
